Huyện A Lưới, Thành phố Huế
Phường 1, Thành phố Đà Lạt, Tỉnh Lâm Đồng
Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị
Phường 1, Thị xã Cai Lậy, Tỉnh Tiền Giang
Phường 1, Thị xã Duyên Hải, Tỉnh Trà Vinh
Phường 1, Thị xã Giá Rai, Tỉnh Bạc Liêu
Phường 1, Thị xã Kiến Tường, Tỉnh Long An
Phường 1, Thị xã Ngã Năm, Tỉnh Sóc Trăng
Phường 1, Thị xã Quảng Trị, Tỉnh Quảng Trị
Phường 1, Thị xã Vĩnh Châu, Tỉnh Sóc Trăng
Phường 10, Quận 10, Thành phố Hồ Chí Minh
Phường 10, Quận 11, Thành phố Hồ Chí Minh
Phường 10, Quận 6, Thành phố Hồ Chí Minh
Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh
Phường 10, Quận Phú Nhuận, Thành phố Hồ Chí Minh
Phường 10, Quận Tân Bình, Thành phố Hồ Chí Minh
Phường 10, Thành phố Mỹ Tho, Tỉnh Tiền Giang
Phường 10, Thành phố Sóc Trăng, Tỉnh Sóc Trăng
Phường 10, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
Phường 10, Thành phố Đà Lạt, Tỉnh Lâm Đồng
Phường 11, Quận 11, Thành phố Hồ Chí Minh
Phường 11, Quận 3, Thành phố Hồ Chí Minh
Phường 11, Quận 5, Thành phố Hồ Chí Minh
Phường 11, Quận 6, Thành phố Hồ Chí Minh
Phường 11, Quận Bình Thạnh, Thành phố Hồ Chí Minh
Phường 11, Quận Gò Vấp, Thành phố Hồ Chí Minh
Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh
Phường 11, Quận Tân Bình, Thành phố Hồ Chí Minh
Phường 11, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
Phường 11, Thành phố Đà Lạt, Tỉnh Lâm Đồng
Phường 12, Quận 10, Thành phố Hồ Chí Minh
Phường 12, Quận 3, Thành phố Hồ Chí Minh
Phường 12, Quận 5, Thành phố Hồ Chí Minh
Phường 12, Quận 6, Thành phố Hồ Chí Minh
Phường 12, Quận Bình Thạnh, Thành phố Hồ Chí Minh
Phường 12, Quận Gò Vấp, Thành phố Hồ Chí Minh
Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh
Phường 12, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
Phường 12, Thành phố Đà Lạt, Tỉnh Lâm Đồng
Phường 13, Quận 10, Thành phố Hồ Chí Minh
Phường 13, Quận 4, Thành phố Hồ Chí Minh
Phường 13, Quận 5, Thành phố Hồ Chí Minh
Phường 13, Quận 6, Thành phố Hồ Chí Minh
Phường 13, Quận Bình Thạnh, Thành phố Hồ Chí Minh
Phường 13, Quận Phú Nhuận, Thành phố Hồ Chí Minh
Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh
Phường 14, Quận 10, Thành phố Hồ Chí Minh
Phường 14, Quận 11, Thành phố Hồ Chí Minh
Phường 14, Quận 3, Thành phố Hồ Chí Minh
Phường 14, Quận 5, Thành phố Hồ Chí Minh
Phường 14, Quận 6, Thành phố Hồ Chí Minh
Phường 14, Quận 8, Thành phố Hồ Chí Minh
Phường 14, Quận Bình Thạnh, Thành phố Hồ Chí Minh
Phường 14, Quận Gò Vấp, Thành phố Hồ Chí Minh
Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh
Phường 15, Quận 10, Thành phố Hồ Chí Minh
Phường 15, Quận 11, Thành phố Hồ Chí Minh
Phường 15, Quận 4, Thành phố Hồ Chí Minh
Phường 15, Quận 8, Thành phố Hồ Chí Minh
Phường 15, Quận Gò Vấp, Thành phố Hồ Chí Minh
Phường 15, Quận Phú Nhuận, Thành phố Hồ Chí Minh
Phường 15, Quận Tân Bình, Thành phố Hồ Chí Minh
Phường 16, Quận 11, Thành phố Hồ Chí Minh
Phường 16, Quận 4, Thành phố Hồ Chí Minh
Phường 16, Quận 8, Thành phố Hồ Chí Minh
Phường 16, Quận Gò Vấp, Thành phố Hồ Chí Minh
Phường 17, Quận Bình Thạnh, Thành phố Hồ Chí Minh
Phường 17, Quận Gò Vấp, Thành phố Hồ Chí Minh
Phường 18, Quận 4, Thành phố Hồ Chí Minh
Phường 19, Quận Bình Thạnh, Thành phố Hồ Chí Minh
Phường 2, Quận 10, Thành phố Hồ Chí Minh
Phường 2, Quận 3, Thành phố Hồ Chí Minh
Phường 2, Quận 4, Thành phố Hồ Chí Minh
Phường 2, Quận 5, Thành phố Hồ Chí Minh
Phường 2, Quận 6, Thành phố Hồ Chí Minh
Phường 2, Quận Bình Thạnh, Thành phố Hồ Chí Minh
Phường 2, Quận Phú Nhuận, Thành phố Hồ Chí Minh
Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh
Phường 2, Thành phố Bạc Liêu, Tỉnh Bạc Liêu
Phường 2, Thành phố Bảo Lộc, Tỉnh Lâm Đồng
Phường 2, Thành phố Cà Mau, Tỉnh Cà Mau
Phường 2, Thành phố Gò Công, Tỉnh Tiền Giang
Phường 2, Thành phố Mỹ Tho, Tỉnh Tiền Giang
Phường 2, Thành phố Sa Đéc, Tỉnh Đồng Tháp
Phường 2, Thành phố Sóc Trăng, Tỉnh Sóc Trăng
Phường 2, Thành phố Tuy Hoà, Tỉnh Phú Yên
Phường 2, Thành phố Tây Ninh, Tỉnh Tây Ninh
Phường 2, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
Phường 2, Thành phố Đà Lạt, Tỉnh Lâm Đồng
Phường 2, Thành phố Đông Hà, Tỉnh Quảng Trị
Phường 2, Thị xã Cai Lậy, Tỉnh Tiền Giang
Phường 2, Thị xã Duyên Hải, Tỉnh Trà Vinh
Phường 2, Thị xã Kiến Tường, Tỉnh Long An
Phường 2, Thị xã Ngã Năm, Tỉnh Sóc Trăng
Phường 2, Thị xã Quảng Trị, Tỉnh Quảng Trị
Phường 2, Thị xã Vĩnh Châu, Tỉnh Sóc Trăng
Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh
Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh
Phường 26, Quận Bình Thạnh, Thành phố Hồ Chí Minh
Phường 27, Quận Bình Thạnh, Thành phố Hồ Chí Minh
Phường 28, Quận Bình Thạnh, Thành phố Hồ Chí Minh
Phường 3, Quận 11, Thành phố Hồ Chí Minh
Phường 3, Quận 3, Thành phố Hồ Chí Minh
Phường 3, Quận 4, Thành phố Hồ Chí Minh
Phường 3, Quận Gò Vấp, Thành phố Hồ Chí Minh
Phường 3, Quận Tân Bình, Thành phố Hồ Chí Minh
Phường 3, Thành phố Bạc Liêu, Tỉnh Bạc Liêu
Phường 3, Thành phố Cao Lãnh, Tỉnh Đồng Tháp
Phường 3, Thành phố Sa Đéc, Tỉnh Đồng Tháp
Phường 3, Thành phố Sóc Trăng, Tỉnh Sóc Trăng
Phường 3, Thành phố Trà Vinh, Tỉnh Trà Vinh
Phường 3, Thành phố Tân An, Tỉnh Long An
Phường 3, Thành phố Tây Ninh, Tỉnh Tây Ninh
Phường 3, Thành phố Vĩnh Long, Tỉnh Vĩnh Long
Phường 3, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
Phường 3, Thành phố Đà Lạt, Tỉnh Lâm Đồng
Phường 3, Thành phố Đông Hà, Tỉnh Quảng Trị
Phường 3, Thị xã Cai Lậy, Tỉnh Tiền Giang
Phường 3, Thị xã Kiến Tường, Tỉnh Long An
Phường 3, Thị xã Ngã Năm, Tỉnh Sóc Trăng
Phường 3, Thị xã Quảng Trị, Tỉnh Quảng Trị
Phường 4, Quận 10, Thành phố Hồ Chí Minh
Phường 4, Quận 3, Thành phố Hồ Chí Minh
Phường 4, Quận 4, Thành phố Hồ Chí Minh
Phường 4, Quận 5, Thành phố Hồ Chí Minh
Phường 4, Quận 8, Thành phố Hồ Chí Minh
Phường 4, Quận Phú Nhuận, Thành phố Hồ Chí Minh
Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh
Phường 4, Thành phố Cao Lãnh, Tỉnh Đồng Tháp
Phường 4, Thành phố Mỹ Tho, Tỉnh Tiền Giang
Phường 4, Thành phố Sa Đéc, Tỉnh Đồng Tháp
Phường 4, Thành phố Sóc Trăng, Tỉnh Sóc Trăng
Phường 4, Thành phố Trà Vinh, Tỉnh Trà Vinh
Phường 4, Thành phố Tuy Hoà, Tỉnh Phú Yên
Phường 4, Thành phố Tân An, Tỉnh Long An
Phường 4, Thành phố Tây Ninh, Tỉnh Tây Ninh
Phường 4, Thành phố Vĩnh Long, Tỉnh Vĩnh Long
Phường 4, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
Phường 4, Thành phố Đà Lạt, Tỉnh Lâm Đồng
Phường 4, Thành phố Đông Hà, Tỉnh Quảng Trị
Phường 4, Thị xã Cai Lậy, Tỉnh Tiền Giang
Phường 5, Quận 11, Thành phố Hồ Chí Minh
Phường 5, Quận 3, Thành phố Hồ Chí Minh
Phường 5, Quận 5, Thành phố Hồ Chí Minh
Phường 5, Quận 8, Thành phố Hồ Chí Minh
Phường 5, Quận Bình Thạnh, Thành phố Hồ Chí Minh
Phường 5, Quận Gò Vấp, Thành phố Hồ Chí Minh
Phường 5, Quận Phú Nhuận, Thành phố Hồ Chí Minh
Phường 5, Quận Tân Bình, Thành phố Hồ Chí Minh
Phường 5, Thành phố Bạc Liêu, Tỉnh Bạc Liêu
Phường 5, Thành phố Cà Mau, Tỉnh Cà Mau
Phường 5, Thành phố Gò Công, Tỉnh Tiền Giang
Phường 5, Thành phố Mỹ Tho, Tỉnh Tiền Giang
Phường 5, Thành phố Sóc Trăng, Tỉnh Sóc Trăng
Phường 5, Thành phố Trà Vinh, Tỉnh Trà Vinh
Phường 5, Thành phố Tuy Hoà, Tỉnh Phú Yên
Phường 5, Thành phố Tân An, Tỉnh Long An
Phường 5, Thành phố Vĩnh Long, Tỉnh Vĩnh Long
Phường 5, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
Phường 5, Thành phố Đà Lạt, Tỉnh Lâm Đồng
Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị
Phường 5, Thị xã Cai Lậy, Tỉnh Tiền Giang
Phường 6, Quận 10, Thành phố Hồ Chí Minh
Phường 6, Quận 8, Thành phố Hồ Chí Minh
Phường 6, Quận Gò Vấp, Thành phố Hồ Chí Minh
Phường 6, Quận Tân Bình, Thành phố Hồ Chí Minh
Phường 6, Thành phố Bến Tre, Tỉnh Bến Tre
Phường 6, Thành phố Cao Lãnh, Tỉnh Đồng Tháp
Phường 6, Thành phố Cà Mau, Tỉnh Cà Mau
Phường 6, Thành phố Mỹ Tho, Tỉnh Tiền Giang
Phường 6, Thành phố Sóc Trăng, Tỉnh Sóc Trăng
Phường 6, Thành phố Tân An, Tỉnh Long An
Phường 6, Thành phố Đà Lạt, Tỉnh Lâm Đồng
Phường 7, Quận 11, Thành phố Hồ Chí Minh
Phường 7, Quận 5, Thành phố Hồ Chí Minh
Phường 7, Quận 6, Thành phố Hồ Chí Minh
Phường 7, Quận 8, Thành phố Hồ Chí Minh
Phường 7, Quận Bình Thạnh, Thành phố Hồ Chí Minh
Phường 7, Quận Phú Nhuận, Thành phố Hồ Chí Minh
Phường 7, Quận Tân Bình, Thành phố Hồ Chí Minh
Phường 7, Thành phố Bạc Liêu, Tỉnh Bạc Liêu
Phường 7, Thành phố Bến Tre, Tỉnh Bến Tre
Phường 7, Thành phố Cà Mau, Tỉnh Cà Mau
Phường 7, Thành phố Sóc Trăng, Tỉnh Sóc Trăng
Phường 7, Thành phố Trà Vinh, Tỉnh Trà Vinh
Phường 7, Thành phố Tuy Hoà, Tỉnh Phú Yên
Phường 7, Thành phố Tân An, Tỉnh Long An
Phường 7, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
Phường 7, Thành phố Đà Lạt, Tỉnh Lâm Đồng
Phường 8, Quận 10, Thành phố Hồ Chí Minh
Phường 8, Quận 11, Thành phố Hồ Chí Minh
Phường 8, Quận 4, Thành phố Hồ Chí Minh
Phường 8, Quận 6, Thành phố Hồ Chí Minh
Phường 8, Quận Gò Vấp, Thành phố Hồ Chí Minh
Phường 8, Quận Phú Nhuận, Thành phố Hồ Chí Minh
Phường 8, Quận Tân Bình, Thành phố Hồ Chí Minh
Phường 8, Thành phố Bạc Liêu, Tỉnh Bạc Liêu
Phường 8, Thành phố Bến Tre, Tỉnh Bến Tre
Phường 8, Thành phố Cà Mau, Tỉnh Cà Mau
Phường 8, Thành phố Sóc Trăng, Tỉnh Sóc Trăng
Phường 8, Thành phố Trà Vinh, Tỉnh Trà Vinh
Phường 8, Thành phố Vĩnh Long, Tỉnh Vĩnh Long
Phường 8, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
Phường 8, Thành phố Đà Lạt, Tỉnh Lâm Đồng
Phường 9, Quận 10, Thành phố Hồ Chí Minh
Phường 9, Quận 3, Thành phố Hồ Chí Minh
Phường 9, Quận 4, Thành phố Hồ Chí Minh
Phường 9, Quận 5, Thành phố Hồ Chí Minh
Phường 9, Quận 6, Thành phố Hồ Chí Minh
Phường 9, Quận Phú Nhuận, Thành phố Hồ Chí Minh
Phường 9, Quận Tân Bình, Thành phố Hồ Chí Minh
Phường 9, Thành phố Cà Mau, Tỉnh Cà Mau
Phường 9, Thành phố Mỹ Tho, Tỉnh Tiền Giang
Phường 9, Thành phố Trà Vinh, Tỉnh Trà Vinh
Phường 9, Thành phố Tuy Hoà, Tỉnh Phú Yên
Phường 9, Thành phố Vĩnh Long, Tỉnh Vĩnh Long
Phường 9, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
Phường 9, Thành phố Đà Lạt, Tỉnh Lâm Đồng
Phường An Biên, Quận Lê Chân, Thành phố Hải Phòng
Phường An Bình A, Thành phố Hồng Ngự, Tỉnh Đồng Tháp
Phường An Bình B, Thành phố Hồng Ngự, Tỉnh Đồng Tháp
Phường An Bình, Quận Ninh Kiều, Thành phố Cần Thơ
Phường An Bình, Thành phố Biên Hòa, Tỉnh Đồng Nai
Phường An Bình, Thành phố Dĩ An, Tỉnh Bình Dương
Phường An Bình, Thành phố Rạch Giá, Tỉnh Kiên Giang
Phường An Bình, Thị xã An Khê, Tỉnh Gia Lai
Phường An Bình, Thị xã Buôn Hồ, Tỉnh Đắk Lắk
Phường An Bình, Thị xã Thuận Thành, Tỉnh Bắc Ninh
Phường An Cựu, Quận Thuận Hóa, Thành phố Huế
Phường An Dương, Quận Lê Chân, Thành phố Hải Phòng
Phường An Hoà, Quận An Dương, Thành phố Hải Phòng
Phường An Hoà, Thành phố Sa Đéc, Tỉnh Đồng Tháp
Phường An Hòa, Quận Ninh Kiều, Thành phố Cần Thơ
Phường An Hòa, Quận Phú Xuân, Thành phố Huế
Phường An Hòa, Thành phố Biên Hòa, Tỉnh Đồng Nai
Phường An Hòa, Thành phố Rạch Giá, Tỉnh Kiên Giang
Phường An Hòa, Thị xã Trảng Bàng, Tỉnh Tây Ninh
Phường An Hưng, Quận Hồng Bàng, Thành phố Hải Phòng
Phường An Hưng, Thành phố Thanh Hóa, Tỉnh Thanh Hóa
Phường An Hải Bắc, Quận Sơn Trà, Thành phố Đà Nẵng
Phường An Hải Nam, Quận Sơn Trà, Thành phố Đà Nẵng
Phường An Hải, Quận An Dương, Thành phố Hải Phòng
Phường An Hồng, Quận Hồng Bàng, Thành phố Hải Phòng
Phường An Hội, Thành phố Bến Tre, Tỉnh Bến Tre
Phường An Khánh, Quận Ninh Kiều, Thành phố Cần Thơ
Phường An Khánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh
Phường An Khê, Quận Thanh Khê, Thành phố Đà Nẵng
Phường An Lư, Thành phố Thuỷ Nguyên, Thành phố Hải Phòng
Phường An Lưu, Thị xã Kinh Môn, Tỉnh Hải Dương
Phường An Lạc A, Quận Bình Tân, Thành phố Hồ Chí Minh
Phường An Lạc, Quận Bình Tân, Thành phố Hồ Chí Minh
Phường An Lạc, Thành phố Chí Linh, Tỉnh Hải Dương
Phường An Lạc, Thành phố Hồng Ngự, Tỉnh Đồng Tháp
Phường An Lạc, Thị xã Buôn Hồ, Tỉnh Đắk Lắk
Phường An Lộc, Thành phố Hồng Ngự, Tỉnh Đồng Tháp
Phường An Lộc, Thị xã Bình Long, Tỉnh Bình Phước
Phường An Lợi Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh
Phường An Mỹ, Thành phố Tam Kỳ, Tỉnh Quảng Nam
Phường An Phú Đông, Quận 12, Thành phố Hồ Chí Minh
Phường An Phú, Thành phố Tam Kỳ, Tỉnh Quảng Nam
Phường An Phú, Thành phố Thuận An, Tỉnh Bình Dương
Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh
Phường An Phú, Thị xã An Khê, Tỉnh Gia Lai
Phường An Phú, Thị xã Tịnh Biên, Tỉnh An Giang
Phường An Phước, Thị xã An Khê, Tỉnh Gia Lai
Phường An Phụ, Thị xã Kinh Môn, Tỉnh Hải Dương
Phường An Sinh, Thị xã Kinh Môn, Tỉnh Hải Dương
Phường An Sơn, Thành phố Tam Kỳ, Tỉnh Quảng Nam
Phường An Thạnh, Thành phố Hồng Ngự, Tỉnh Đồng Tháp
Phường An Thạnh, Thành phố Thuận An, Tỉnh Bình Dương
Phường An Thới, Quận Bình Thuỷ, Thành phố Cần Thơ
Phường An Thới, Thành phố Phú Quốc, Tỉnh Kiên Giang
Phường An Tân, Thị xã An Khê, Tỉnh Gia Lai
Phường An Tây, Quận Thuận Hóa, Thành phố Huế
Phường An Tây, Thành phố Bến Cát, Tỉnh Bình Dương
Phường An Tường, Thành phố Tuyên Quang, Tỉnh Tuyên Quang
Phường An Tảo, Thành phố Hưng Yên, Tỉnh Hưng Yên
Phường An Tịnh, Thị xã Trảng Bàng, Tỉnh Tây Ninh
Phường An Xuân, Thành phố Tam Kỳ, Tỉnh Quảng Nam
Phường An Điền, Thành phố Bến Cát, Tỉnh Bình Dương
Phường An Đôn, Thị xã Quảng Trị, Tỉnh Quảng Trị
Phường An Đông, Quận Thuận Hóa, Thành phố Huế
Phường An Đồng, Quận An Dương, Thành phố Hải Phòng
Phường Anh Dũng, Quận Dương Kinh, Thành phố Hải Phòng
Phường B'lao, Thành phố Bảo Lộc, Tỉnh Lâm Đồng
Phường Ba Hàng, Thành phố Phổ Yên, Tỉnh Thái Nguyên
Phường Ba Láng, Quận Cái Răng, Thành phố Cần Thơ
Phường Ba Ngòi, Thành phố Cam Ranh, Tỉnh Khánh Hòa
Phường Ba Sao, Thị xã Kim Bảng, Tỉnh Hà Nam
Phường Ba Đình, Thành phố Thanh Hóa, Tỉnh Thanh Hóa
Phường Ba Đình, Thị xã Bỉm Sơn, Tỉnh Thanh Hóa
Phường Ba Đồn, Thị xã Ba Đồn, Tỉnh Quảng Bình
Phường Biên Giang, Quận Hà Đông, Thành phố Hà Nội
Phường Bàng La, Quận Đồ Sơn, Thành phố Hải Phòng
Phường Bàu Sen, Thành phố Long Khánh, Tỉnh Đồng Nai
Phường Bách Khoa, Quận Hai Bà Trưng, Thành phố Hà Nội
Phường Bách Quang, Thành phố Sông Công, Tỉnh Thái Nguyên
Phường Bãi Bông, Thành phố Phổ Yên, Tỉnh Thái Nguyên
Phường Bãi Cháy, Thành phố Hạ Long, Tỉnh Quảng Ninh
Phường Bình An, Thành phố Dĩ An, Tỉnh Bình Dương
Phường Bình Chiểu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh
Phường Bình Chuẩn, Thành phố Thuận An, Tỉnh Bình Dương
Phường Bình Dương, Thành phố Đông Triều, Tỉnh Quảng Ninh
Phường Bình Hàn, Thành phố Hải Dương, Tỉnh Hải Dương
Phường Bình Hòa, Thành phố Thuận An, Tỉnh Bình Dương
Phường Bình Hưng Hoà A, Quận Bình Tân, Thành phố Hồ Chí Minh
Phường Bình Hưng Hoà B, Quận Bình Tân, Thành phố Hồ Chí Minh
Phường Bình Hưng Hòa, Quận Bình Tân, Thành phố Hồ Chí Minh
Phường Bình Hưng, Thành phố Phan Thiết, Tỉnh Bình Thuận
Phường Bình Khánh, Thành phố Long Xuyên, Tỉnh An Giang
Phường Bình Khê, Thành phố Đông Triều, Tỉnh Quảng Ninh
Phường Bình Minh, Thành phố Lào Cai, Tỉnh Lào Cai
Phường Bình Minh, Thị xã Nghi Sơn, Tỉnh Thanh Hóa
Phường Bình Ngọc, Thành phố Móng Cái, Tỉnh Quảng Ninh
Phường Bình Nhâm, Thành phố Thuận An, Tỉnh Bình Dương
Phường Bình San, Thành phố Hà Tiên, Tỉnh Kiên Giang
Phường Bình Thuận, Quận 7, Thành phố Hồ Chí Minh
Phường Bình Thuận, Quận Hải Châu, Thành phố Đà Nẵng
Phường Bình Thạnh, Thị xã Long Mỹ, Tỉnh Hậu Giang
Phường Bình Thắng, Thành phố Dĩ An, Tỉnh Bình Dương
Phường Bình Thọ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh
Phường Bình Thủy, Quận Bình Thuỷ, Thành phố Cần Thơ
Phường Bình Trưng Tây, Thành phố Thủ Đức, Thành phố Hồ Chí Minh
Phường Bình Trưng Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh
Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh
Phường Bình Trị Đông B, Quận Bình Tân, Thành phố Hồ Chí Minh
Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh
Phường Bình Tân, Thị xã Buôn Hồ, Tỉnh Đắk Lắk
Phường Bình Tân, Thị xã La Gi, Tỉnh Bình Thuận
Phường Bình Đa, Thành phố Biên Hòa, Tỉnh Đồng Nai
Phường Bình Định, Thị xã An Nhơn, Tỉnh Bình Định
Phường Bình Đức, Thành phố Long Xuyên, Tỉnh An Giang
Phường Bích Đào, Thành phố Hoa Lư, Tỉnh Ninh Bình
Phường Bích Động, Thị xã Việt Yên, Tỉnh Bắc Giang
Phường Bùi Hữu Nghĩa, Quận Bình Thuỷ, Thành phố Cần Thơ
Phường Bùi Thị Xuân, Thành phố Quy Nhơn, Tỉnh Bình Định
Phường Bưởi, Quận Tây Hồ, Thành phố Hà Nội
Phường Bạch Hạc, Thành phố Việt Trì, Tỉnh Phú Thọ
Phường Bạch Mai, Quận Hai Bà Trưng, Thành phố Hà Nội
Phường Bạch Sam, Thị xã Mỹ Hào, Tỉnh Hưng Yên
Phường Bạch Thượng, Thị xã Duy Tiên, Tỉnh Hà Nam
Phường Bạch Đằng, Quận Hai Bà Trưng, Thành phố Hà Nội
Phường Bạch Đằng, Thành phố Hạ Long, Tỉnh Quảng Ninh
Phường Bảo An, Thành phố Phan Rang - Tháp Chàm, Tỉnh Ninh Thuận
Phường Bảo Vinh, Thành phố Long Khánh, Tỉnh Đồng Nai
Phường Bần Yên Nhân, Thị xã Mỹ Hào, Tỉnh Hưng Yên
Phường Bắc Cường, Thành phố Lào Cai, Tỉnh Lào Cai
Phường Bắc Hà, Quận Kiến An, Thành phố Hải Phòng
Phường Bắc Hà, Thành phố Hà Tĩnh, Tỉnh Hà Tĩnh
Phường Bắc Hồng, Thị xã Hồng Lĩnh, Tỉnh Hà Tĩnh
Phường Bắc Lý, Thành Phố Đồng Hới, Tỉnh Quảng Bình
Phường Bắc Lệnh, Thành phố Lào Cai, Tỉnh Lào Cai
Phường Bắc Nghĩa, Thành Phố Đồng Hới, Tỉnh Quảng Bình
Phường Bắc Sơn, Quận Kiến An, Thành phố Hải Phòng
Phường Bắc Sơn, Thành phố Phổ Yên, Tỉnh Thái Nguyên
Phường Bắc Sơn, Thành phố Sầm Sơn, Tỉnh Thanh Hóa
Phường Bắc Sơn, Thành phố Tam Điệp, Tỉnh Ninh Bình
Phường Bắc Sơn, Thành phố Uông Bí, Tỉnh Quảng Ninh
Phường Bắc Sơn, Thị xã Bỉm Sơn, Tỉnh Thanh Hóa
Phường Bằng An, Thị xã Quế Võ, Tỉnh Bắc Ninh
Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh
Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh
Phường Bến Thủy, Thành phố Vinh, Tỉnh Nghệ An
Phường Bến Tắm, Thành phố Chí Linh, Tỉnh Hải Dương
Phường Bồ Xuyên, Thành phố Thái Bình, Tỉnh Thái Bình
Phường Bồ Đề, Quận Long Biên, Thành phố Hà Nội
Phường Bồng Lai, Thị xã Quế Võ, Tỉnh Bắc Ninh
Phường Bồng Sơn, Thị xã Hoài Nhơn, Tỉnh Bình Định
Phường Bửu Hòa, Thành phố Biên Hòa, Tỉnh Đồng Nai
Phường Bửu Long, Thành phố Biên Hòa, Tỉnh Đồng Nai
Phường Cam Giá, Thành phố Thái Nguyên, Tỉnh Thái Nguyên
Phường Cam Linh, Thành phố Cam Ranh, Tỉnh Khánh Hòa
Phường Cam Lộc, Thành phố Cam Ranh, Tỉnh Khánh Hòa
Phường Cam Lợi, Thành phố Cam Ranh, Tỉnh Khánh Hòa
Phường Cam Nghĩa, Thành phố Cam Ranh, Tỉnh Khánh Hòa
Phường Cam Phú, Thành phố Cam Ranh, Tỉnh Khánh Hòa
Phường Cam Phúc Bắc, Thành phố Cam Ranh, Tỉnh Khánh Hòa
Phường Cam Phúc Nam, Thành phố Cam Ranh, Tỉnh Khánh Hòa
Phường Cam Thuận, Thành phố Cam Ranh, Tỉnh Khánh Hòa
Phường Cao Thắng, Thành phố Hạ Long, Tỉnh Quảng Ninh
Phường Cao Xanh, Thành phố Hạ Long, Tỉnh Quảng Ninh
Phường Cheo Reo, Thị xã Ayun Pa, Tỉnh Gia Lai
Phường Chi Lăng, Thành phố Lạng Sơn, Tỉnh Lạng Sơn
Phường Chi Lăng, Thành phố Pleiku, Tỉnh Gia Lai
Phường Chi Lăng, Thị xã Tịnh Biên, Tỉnh An Giang
Phường Chiềng An, Thành phố Sơn La, Tỉnh Sơn La
Phường Chiềng Cơi, Thành phố Sơn La, Tỉnh Sơn La
Phường Chiềng Lề, Thành phố Sơn La, Tỉnh Sơn La
Phường Chiềng Sinh, Thành phố Sơn La, Tỉnh Sơn La
